channelId,title,channelDescription,viewCount,subscriberCount,videoCount,error
UCcQ7x_S38sdv5oS_Qxvvbrw,mysnerf,,24309361,22100,9,0
UCK0TuNeYqg9oYGSksX-jNkg,Chicago Band,"Welcome to the official YouTube channel for the band Chicago – the YouTube home of Chicago’s numerous 70s and 80s hits like “If You Leave Me Now,” “You're the Inspiration,” and “Hard To Say I’m Sorry / Get Away,” among many others. Subscribe to the channel for official music videos, live performances, Chicago-certified playlists, interviews with the band, and the latest announcements.

Chicago is one of the longest-running and best-selling groups of all time. Lifetime achievements of the legendary “rock band with horns” include being inducted into the Rock & Roll Hall of Fame, two Grammy Awards® and two American Music Awards. Record sales top 100M, including five #1 albums and 11 #1 singles.",407942488,389000,53,0
UC8vVfqDySe2dz-wCNcy6jew,Chicago - Topic,,271544397,11600,3475,0
UChmbXvpS4roNi_-4Ul8wdqg,Lisinha tube SCCP,Apenas só mais um canal,34131370,59200,201,0
UC5HywwH2utkH8QC-Ok2c-YQ,LegiaoUrbanaVEVO,"Legião Urbana na Vevo - Videoclipes oficiais, Lyric Videos, Performances Ao Vivo, Entrevistas e mais...",360479673,169000,24,0
UCiQpSiD-f96o0bG6AAG6NMg,Aderbal Nort Wind,"Musicas e temas para embalar o espírito e a alma.
Pois a lei da vida é o movimento, desde o núcleo dos átomos até os ciclos galáxias.",9755123,18300,250,0
UCnmK72DjVhEecVryI2qkrvQ,Lucas Santoro,,102072443,209000,17,0
UCrFctv8dgHKRundw-53hj2g,Commander´s,,5622144,7330,105,0
UCnVpz3WcGKqqZY9EEo7OCJw,ROBERVAL MENEZES,,23854583,57400,36,0
UC-ZxjIzspLAtOfcN-VGR7gw,Heliomar Nascimento,CULTURA POP,47325066,116000,152,0
UCdCr29NDyi5KJNAWzLwZpUg,juampy oliva,,657990,945,13,0
UCiRSgY_kfsb55xc6gXYIIrQ,Karina La Princesita,Cantante y compositora,472769333,564000,116,0
UCNUQK9mQoqi4yNXw2_Rj6SA,GR6 EXPLODE,,26263757246,39600000,3164,0
_,_,_,_,_,_,2
UCn35JLfxpn30bwiuhogBTkQ,TchakabumVEVO,,632118,783,3,0
UCEdFuo9iXTkLWTHSumlnJ2Q,tchakabumoficial,"Perfil Oficial da Banda Tchakabum, com vários clips das musicas do grupo.",99342864,141000,4,0
UCTt8kMUuyQM6kFvPKXR8KuA,Tchakabum,Canal OFICIAL da banda Tchakabum.,196412,6670,9,0
UCNfQxEzP65oUHHiJ-R1s1Dg,tiigresaa,,676553,467,14,0
UC46wpp7SIhKN3laAzMOZlig,Mousik,"O movimento que vai transformar o mundo da música e te conectar ao seu artista favorito.

Prazer, nós somos a Mousik! Uma estrutura completa que planeja todos os ângulos do processo de produção musical, focando em todas as etapas da carreira dos nossos artistas: da gravação, produção de clipe, figurino, plano de marketing até os lançamentos e shows. 

Neste canal, você vai ver os trabalhos principais do nosso time: clipes, muita música e os bastidores dos nossos projetos. Inscreva-se pra saber mais.

Esse é o nosso ritmo, acompanhe o movimento.
",2044851,9760,72,0
UCPe7TCsGbTHJaJs19xZEHaA,Tchakabum - Topic,,94374341,936,287,0
UC5eYHWDQqAsiKlnvLCz-ezg,Energy TV,"d:vision, prestigious label operating since 1991, they achievied considerable success both in the club scene and radio networks; their catalog features several genres and styles, ranging from the finest vocal deep house, to soulful or minimal tracks with a “dj friendly” touch. 
Artists they represent all over the world: Dirty Vegas, Federico Scavo, Francesco Rossi, Luca Guerrieri, MHE.

X-ENERGY, Historical label founded 1982 together with Energy Production, famous for their dance anthems which have left their mark in the 80’s disco (‘Color my Love’or ‘Happy Station’ by Fun Fun), as well as in the 90’s dance scene ( ‘Saturday Night’ by Whigfield or ‘Two Times’ by Ann Lee). 
Artists they represent all over the world: Whigfield, Ann Lee, Fun Fun, In-Grid, J.K.",1655952227,1960000,2073,0
UCAtlZO9a52JIhQRyXDRLaZQ,Sumerian Records,"Bringing you the most cutting edge and ground breaking music

After The Burial
Alexis Munroe
Alienblaze
Animals As Leaders
Asking Alexandria
Bad Omens
Betraying The Martyrs
Between The Buried and Me
Black Veil Brides
Body Count
BONES UK
Born of Osiris
CHON
Circa Survive
††† (Crosses) 
Danny Worsnop
Des Rocs
The Dillinger Escape Plan
ERRA
The Faceless
The Federal Empire
From First To Last
Gvllow
I See Stars
In Motive
Jonathan Davis
Lee McKinney
Lilith Czar
Meg Myers
Mestis
The Native Howl
Night Riots
Nita Strauss 
Oceano
OmenXIII
Palaye Royale
Poppy
Sam Pounds
Slaughter To Prevail
Sleeping With Sirens
The Smashing Pumpkins
Starbenders
Stick To Your Guns
Stray From The Path
The Relentless
Thomas Giles
T.R.A.M.
Through Fire
Veil Of Maya
Weathers
",2065769065,2530000,2896,0
UCGZhNQ6mRnvLa0_oVJNG_kA,LP,"My album Love Lines is out now!
https://lp.lnk.to/LoveLinesID
",3126659120,4550000,425,0
UCZVVZOtlLZ-gWPN0QOs6xBA,protectmefromwhatiwant,"All rights to published audio, video, graphic and text materials belong to their respective owners. If you are the author or copyright owner of any of the material we use, and you don't like it to be used by us, please contact us. ( abuashvilimariam260@gmail.com )",163435676,279000,127,0
UCk78ZcA6kflEvBR0UrGDH0Q,LMFAOVEVO,"LMFAO on Vevo - Official Music Videos, Live Performances, Interviews and more...",4831893705,8220000,28,0
UC2mIkRMyITawpXJuOZfh4FA,Chuckie - Topic,,2030640,2500,571,0
UCpvX7tfNuLaS0cEThxIkWJQ,TheAlphaAFFe,,1282606,673,20,0
UCGbRg7K8QngU2YUVr_TJtPA,disc070s,,78546727,61400,5,0
UCK1ArH0TW0Ndl5Z_SBGUWvQ,Musikladen,"Welcome to the Musikladen Channel!

Musikladen - the legendary successor of the Beat Club! The well-known presenter duo Uschi Nerke & Manfred Sexauer presents the broad musical spectrum of the 70s and early 80s. From Glam Rock to Jazz, from Euro Disco to New Wave. A trip back to the time of bell-bottoms and disco balls!

OneGate Media GmbH is exclusively responsible for the worldwide distribution of the archive material of the Radio Bremen Beat-Club and Musikladen catalog.
Please send licensing requests and questions regarding this catalog to the email address listed below. We will be happy to contact you in a timely manner.

",69149366,167000,412,0
UChWYYp2RZKQN6ePRmv3oVIQ,AmericaVEVO,,32556506,43700,1,0
UCRlCWsYrPeO1ga4dgzrAHGQ,PeutEtreDejaVu,"Les commentaires avec des liens internet seront supprimés...
Comments with internet links will be deleted ...
Los comentarios con enlaces de internet serán eliminados ...
Kommentare mit Internet-Links werden gelöscht ...",37961871,43100,390,0
UC3JCi1MD82wc2tL56MgGpfw,cyberman000051,This is my new account since my old ones suspended by youtube for copyright issue. My channel loaded  some  of my favorite music artist from the past. Simply rate and give your sincere comments on my video. we love seeing those thumbs up and nice reading from you.,306685768,295000,162,0
UCeiRyLo_Q9q4tlv9aaQJF5w,The National,The Official YouTube Page for the band The National.,179666355,285000,136,0
UCHzCkdLuuhxYbmF0NP-2UhQ,TheBestSoundEver,,15630973,11200,118,0
UC1bWXfKY5YoBduVCcSP8SGQ,The National - Topic,"While indie rock stalwarts the National emerged from Brooklyn in the early 2000s amidst a garage rock revival that included bands like the Strokes, the Walkmen, and, in the U.K., the Libertines, they distinguished themselves by drawing from a wider set of influences. Merging elements of alternative country-rock, Americana, and chamber pop as well as post-punk into their moody, crafted indie rock, their earliest albums won a dedicated fan base and critical praise before they made an impact on the charts with their fourth LP, 2007's Boxer. It marked a gradual shift away from some of their more rustic influences, as they embraced a more expansive, orchestral sound behind the literate lyrics and brooding vocals of frontman Matt Berninger. An album-oriented band that had yet to land on the Hot 100, the National catapulted into the Top Three of the album charts in multiple countries with 2010's High Violet. They have remained a Top Three act throughout the decade, which included the still more expansive, Grammy-winning Sleep Well Beast from 2017.

The National’s new album, First Two Pages of Frankenstein, will be released worldwide April 28th on 4AD. A world tour in support of the new album will follow with Soccer Mommy, The Beths and Bartees Strange offering support at many of the shows. Patti Smith and her band will be joining the band for one special night in New York City at the iconic Madison Square Garden. Tickets to all shows are on sale now at americanmary.com.",53222830,6520,357,0
UCXWY-FG0IvCKrj_lqQdGLOQ,The Arkive,"The Beggars ARKIVE Official YouTube channel features videos from The Beggars Group Catalogue artists.   Our labels include Rough Trade, XL Recordings, Too Pure,  WIIIJA, Mantra, Nation Records & Situation Two.  We are constantly scouring our extensive archives to find hidden gems to upload alongside the promo videos.  We are in the process of upgrading all of our videos to HD ",290297615,225000,497,0
UC54U5gpKkaa_BpXRVNip2Dw,KCRW,"Los Angeles-based public radio station KCRW is one of the most respected and progressive music outlets in the world.  KCRW's music selections are handpicked by a pool of talented DJs who have only one directive: play what you love.
    
KCRW's signature music show Morning Becomes Eclectic is a destination for some of the most respected musicians in the world to perform live sessions and debut new music. 

Many musicians -- including Beck, Adele, Massive Attack, Gotye, Sigur Ros, Edward Sharpe and the Magnetic Zeros, Coldplay,  Fitz and the Tantrums, Alt-J, The Naked and Famous, Coldplay -- have made their U.S. live radio performance debut on the show. MBE also features up and coming artists that are destined to make an impact.

KCRW's You Tube channel includes live streams of many MBE sessions, as well as single-song highlights from the performances in HD video and Virtual Reality.


https://www.kcrw.com",259792385,445000,2035,0
UC7tUAcLjFaKwh_-ZaU1H6jQ,Simply Darius,,6094927,3150,6,0
UCZp3xbF58F3jZO2ooGuIJUw,stoldark88,,3616572,903,1,0
UCUEYsaFILTmzSZsOSeR3Clw,Roberto Cacciapaglia - Topic,"Roberto Cacciapaglia, Italian composer and pianist, has huge successes with his live performances in Italy and abroad. 
A testimony is his tour in China, with concerts in Beijing and Shanghai which received an extraordinary reception by the Chinese audience, and the previous concerts in Russia, USA, Spain, Slovak Republic and Turkey, where he taught several seminars and workshops at the Turkish Music State Conservatory of Istanbul.
“Diapason” is the new album of unreleased tracks that came out on 18th January 2019 and immediately entered at the number one spot in iTunes Classic Italy. It was recorded with the Royal Philharmonic Orchestra in the legendary Abbey Road Studio 2, London.
In 2015 he composed ""Tree of Life"", the Music for the Milan Expo night show of the Tree of Life – EXPO 2015. Released on 26th May 2015 by Believe Distribution Services, it went straight to number one of the iTunes classical music charts, where it stayed at the top for many months. It was performed in concert with the Milan Teatro alla Scala Academy Orchestra at the Open Air Theatre to celebrate EXPO 2015.",991764,501,337,0
UCb5r47r8f4u7CoVIdHMAnKg,Roberto Cacciapaglia Official,"Invisible Rainbows - Solo Piano. Pre-save now the new album 🌈 https://ingrv.es/invisible-rainbows-rm3-3

Roberto Cacciapaglia, Italian composer and pianist, was born in Milan. He received his diploma under the guidance of Bruno Bettinelli in composition from the Conservatorio Giuseppe Verdi of Milan. He also studied electronic music and conducting. He worked at the RAI’s Studio of Musical Phonology (Italian State broadcasting company) and also collaborated with the National Research Council (CNR) of Pisa, studying computer applications in the field of music. He is a leading protagonist in the area of innovative music. By virtue of his style in music he integrates the classical tradition with electronic experimentalism.

",9079149,34800,173,0
UCq5QjkUVxdKqZXR-iTvN7uw,Chamber Choir of Europe - Topic,,882730,1200,611,0
UCYhpV9vgzR3nqLXcCdjnQJQ,Álisson Ribeiro,,452621,308,3,0
UCYaEcfsdpv84xRWAwDqQDGA,Slayer MX,Comunidad de Fans de Slayer en México. Aquí podrás enterarte de la información más reciente en Español de Slayer.,5208466,8330,16,0
UCKG0BIoDahA3mKp2nLkR02g,Metalas95,,99525,122,21,0
UC1Ql0sYH76_Zd1ru4phfX3g,SlayerVEVO," Official Slayer VEVO Channel. SLAYER's eleventh studio album, REPENTLESS, out worldwide via Nuclear Blast Records. Available In-Stores: http://bit.ly/slayer-repentless-retailers and Online: http://www.slayer.net/repentless
o Links:
 slayer.net: http://media.nuclearblast.de/shoplanding/2015/Slayer/repentless.html
 Twitter: https://twitter.com/Slayer
 Google+: https://plus.google.com/114926624633883457879/posts
 Instagram: https://instagram.com/slayerbandofficial/
 Facebook: https://www.facebook.com/slayer",100861040,114000,34,0
UCor26wSAoojki3A6nQeJbVw,Jonny Gray,I'm back. Videos will continue. ,8838366,5080,18,0
UCA7S5M8w5X4P1NRzaJ4lsrg,Slayer,"Official Slayer YouTube Channel. “Slayer: The Repentless Killogy” motion picture and companion LP/CD, “The Repentless Killogy, Live At The Forum in Inglewood, CA"" out worldwide via Nuclear Blast Records. Order at https://nuclearblast.com/slayer-killogy",423245027,875000,73,0
UCVgH6evwgL_bbZai_TB2R4w,Kx5,"deadmau5 + Kaskade = Kx5
https://kx5.ffm.to/album
",26104306,37700,42,0
UCpx_k19S2vUutWUUM9qmXEg,ImagineDragonsVEVO,"Imagine Dragons on Vevo - Official Music Videos, Live Performances, Interviews and more...",14356417853,9580000,222,0
UCsIVrho83JfwUieSs_UKCmA,John Summit,"Chicago native John Summit's rise to prominence is a testament to the power of hard work and creative passion – but what truly sets him apart is his infections & boundless energy. Whether he’s playing a sold-out festival or an intimate club, Summit is the life of the party at every set.

With over 500M global streams on Spotify alone, John has garnered a dedicated following consisting of 7M+ monthly listeners. Behind the larger-than-life persona lies a down-to-earth artist who once worked as a CPA by day and taught YouTube music production tutorials by night. John Summit’s natural duality is reflected in his music.

Summit's desire for artistic freedom, dedication to sonic experimentation, and refusal to be pigeonholed led him to launch Experts Only: his own record label and events brand with the ethos of ""music without limits.” Experts Only throws events in unique locations worldwide, uniting those who appreciate boundary-pushing dance music and unforgettable live experiences.
",55261860,118000,88,0
UCSw6mt6ounKWBFoHby719sw,Kaskade,"Subscribe to Kaskade's YouTube channel to get exclusive Song Releases, Festival & Show Recaps, Behind the Scenes Footage, Webisodes and more. 

Stay tuned for new content in the near future, as Kaskade will soon be releasing never before seen footage following him across the world.",202593073,431000,408,0
UCf3cbfAXgPFL6OywH7JwOzA,MeghanTrainorVEVO,"Meghan Trainor on Vevo - Official Music Videos, Live Performances, Interviews and more...",7505221200,7990000,265,0
UC6KkID1sNRitRLPfzZKc_5w,JimmyEatWorldVEVO,,171285883,92400,49,0
UC4XawRq26QKCMHIS-YLiyjg,universal shrug,But if you're here who's grooming the badgers ready for the badger parade?,137845,120,12,0
UCf-8uamcMHd7KGzN9h8izfA,Jimmy Eat World - Topic,,105646746,2980,596,0
UCCzIl4F-iiw0z-isytjUs6w,BVMemoTV,"Bohemia Visual Music is a broadcast music video service. Originally called Bohemia Afterdark, airing nationally and internationally since 1982. The programming still airs on digital channel KORS 16.2 in Portland, Oregon and covers all of Portland and Salem, Oregon.

BVM-TV is a syndicated Music Television Network. Bohemia Visual Music.BVM-TV runs 24 hour per day 7 days per week.

BVM-TV is a FREE service, no subscription and nothing to buy! We are over the air antenna and satellite coverage in several television markets.

BVM-TV is ""Your Music Channel""

Uncensored & Unrestricted Music Videos you can't find on other Social Networks! http://bvmtv.com/

Twitter: #BVMTV - @JeffBVMTV",63214820,17300,44,0
UC3jTTXkXg_ZBX3UwQEIFSSw,Aldo Rodrigo,Deja a un lado lo negativo =),1047937,435,2,0
UCFeCvEjX56ReS-O3QHdyjbA,Jimmy Eat World,The official Jimmy Eat World YouTube channel! ,281215420,263000,92,0
UCQ4Fgq1lDMwGJC0ZyzxaFYQ,ManuelCarrascoVEVO,"Manuel Carrasco en Vevo – Videoclips oficiales, Lyric videos, Sesiones en vivo, Entrevistas y muchos más...",669727623,367000,92,0
UCThhGOjJNWL4ZK45UrRh27A,BandaLosRecoditosVEVO,"Banda Los Recodito en Vevo – Videoclips oficiales, Lyric videos, Sesiones en vivo, Entrevistas y muchos más...",3608662800,1490000,207,0
UC5o_Zy1mybVlw3nB-cVj8lw,Banda Los Recoditos,"Nace en Mazatlán en 1989. Don Cruz Lizárraga y el compositor José Ángel Espinoza ‘Ferrusquilla’ los bautizan como Banda Sinaloense Los Recoditos, pero en 1990, Poncho Lizárraga, cambia el nombre a BANDA LOS RECODITOS, quienes con poco más de 30 años de trayectoria, han logrado forjarse una carrera llena de éxitos, lo que los ha llevado a alcanzar premios y reconocimientos internacionales tales como el Latin Grammy, Lo Nuestro,  Billboard, Premios Oye, Bandamax, iHeart Radio y Premios de la Radio, además de contar con nominaciones al Grammy Americano y Premios Juventud y haberse hecho acreedores a Discos de Oro y Platino por altas ventas de sus álbumes, además de presentarse en grandes recintos como el Auditorio Nacional y el Microsoft Theatre de Los Ángeles. . Lanzaron su disco “VIVIR LA VIDA”. Este álbum les dio la nominación a los Latin Grammy 2021. En enero del 2022 lanzan su EP “ME SIENTO A TODO DAR” conformado por 6 melodías entre rancheras, baladas y cumbias.",4085546057,3760000,654,0
